,Username,Tweet,Kelas
1021,#01JokowiAmin,"#KoalisiMunafik itu yang dengan serampangan nuduh Jokowi PKI tapi dirinya sendiri malah ngemis2 minta dukungan PKI.

#KoalisiMunafik itu yang koar2 soal agama orang tapi yang dipilih justru capres-cawapres yg gak bisa wudhu dan ngaji.

#KoalisiMunafik itu gerombolan pembohong.",0
1022,Nature Alert,"MidEast company still destroying intact Papuan forests
http://www.foresthints.news/mideast-company-still-destroying-intact-papuan-forests … ",0
1023,Ini Talkshow NET.,"Sudah siap nonton keseruan nanti malam? Bareng Bapak Jokowi, Ibu Iriana dan anak-anaknya. Jangan sampai kelewatan yaa, nanti malam jam 7 hanya di Net! ",0
1024,DPP PROJO Nomer Satu #JokowiLagi,"Rakyat terus bergerak.. Ber-1 untuk memilih dan memenangkan @jokowi @KHMarufAmin_.. #WargaJakartaber1 Jangan ragu dan takut lawan #KoalisiMunafik 
@MahesaTiwi @FaGtng @Ernijasin
#JokowiLagi 
#JokowiOrangBaik",1
1025,"H. Moch.Herianto MM  
©️
 ™️","Hello, my friend in the whole world! I have a presidential candidate who likes to scare away the Indonesian people! If illustrated like the video below! 

@jokowi comes with a way to provide security, health and happiness for the people of Indonesia ",1
1026,"DR Kasan Mulyono, MM","Jangan komentar ya. Ntar kualat.

Maaf, Jokowi Tak Ada Urusan Lagi dengan Mobil Esemka ",0
1027,"Pelan-pelan, Awe!","Yang selalu treak"" pak Jokowi membangun bagian timur Indonesia. Apakah klean paham apa yg dibangun? ",0
1028,MUSTOFA NAHRA, ,0
1029,BRIGADE 01 KAB. MALANG,"Desa ujug tombak kemajuan Indonesia,DanaDesa dari pemerintahan Jokowi itu sudah terwujud dan dirasakan oleh masyarakat Desa di Seluruh Indonesia
#JokowiKHMakrufAminMenang2019 
#Brigade01Jatim
#Brigade01KabMalang
@jokowi 
@EkoSandjojo
@taufikmadjid71
@fachrilabalado 
@DewantoAndry pic.twitter.com/Gnw1iLlWbF",1
1030,Teguh Santosa,Cover terbaru @RMOL_Magz @rmolco tentang konflik dua mesin yg bekerja utk Jokowi. Mesin presiden dan mesin calon presiden. Kedua mesin punya objektif yg berbeda. Ekspresi politik grasa-grusu. ,0
1031,"H. Moch.Herianto MM  
©️
 ™️",Allah with us...,0
1032,Smart007,"Jan28 just wanted to tweet,ASAP to hell all mobbers+just cursed they RIP ASAP,coz mob electricity+internet again,just like everytime GER lost,GER bad losers,ASAP electricity backProbably they heard via telepathy+worried RIP ASAPFew days ago same as GER lost,2x in few days",0
1033,adi kwok,Ini jawaban cerdas bu Sri Mulyani soal isu yang digunakan #PrabowoHinaKemenkeu. Pernyataan di detik ke 50  sampe selesai akan membuat kalian TERKEDJOET!!!…,0
1034,TehBotol PedoHunt,"Ras yg waras minggir ,orang gila lg ngomong 

Bentrok Usai Deklarasi Pro Jokowi, Polda DIY: Kenakalan Remaja  ",0
1035,Yosefardi News,"Joko “Jokowi” Widodo and Jusuf Kalla promised that their government would develop 35.000 MW of electrification capacity in five years from 2014
http://yosefardi.com/2019/01/28/an-update-on-the-35-000-mw-target/ …",0
1036,Tasun Mancunian,my president,0
1037,"Zara Zettira ZR  
1️⃣
 4️⃣","Presiden mau kaji ulang eh Mentrinya nda mau kaji ulang  sudah benar katanya , bagemana pak @jokowi ? Jadinya kaji ukang ato nda? 

 ",0
1038,Budiman Sudjatmiko (IG: budimaninovator),Acara pak @jokowi dan keluarga ,0
1039,Muhamad Junaidi,Dont miss it,0
1040,muhammad al,Mantaps,0
1041,Babe,Ho oh ,0
1042,NET.,"Kang Sule malam ini kedatangan Tamu Penting!

Ada Bapak Presiden @jokowi dan keluarga yang akan mampir ke rumah Kang Sule. Wah, kira-kira hiburan spesial apa ya, yang udah disiapin? Nantikan di @Ini_Talkshow jam 19.00 WIB. Stay tuned!",0
1043,RMOL.CO,"Umat Konghucu Merasa Dianaktirikan, Tokoh Tionghoa: Kamsia Jokowi Satu Periode Saja  #konghucu",0
1044,Bapak PhiloSophy,"agresivitas pendukung: untuk jokowi distigma sejelek-jeleknya. Untuk prabowo juga distigma sejelek-jeleknya. laah, mereka kan dua tokoh terbaik calon presiden. jadi, ""logika stigma sejelek-jeleknya"" itu di mana? yooks sama2 jd warga yg mikir keren.",0
1045,nakuLa,"Di pilkada DKI akun"" itu membalas perilaku Bani DUNGU 212 dengan menyebut Mayoritas Muslim Intoleran (bukan kelompok intoleran).

Imbas nya Banyak pemilih Ahok yang Muslim jadi Golput,
Dan Ahok kalah.

Kini target mereka mengGOLPUT kan pemilih Jokowi agar si penCULIK menang  pic.twitter.com/b6rxr8uSfU",0
1046,Hermansyah,@jokowi Speakless tho mbak,0
1047,Capres Abadi,"Mengapa 2019 pilih Pak @jokowi lagi? 

Kata orang no 2 di Indonesia, Wapres @Pak_JK Pak Jokowi itu yg terbaik saat ini

Berpengalaman 
Tdk perlu belajar dari 0

Jadi, jgn lupa 17 April 


#01IndonesiaMaju #2019TetapJokowi",1
1048,Fefenia,"Ucapan terimakasih keluarga penerima manfaat (KPM) Program Keluarga Harapan (PKH) untuk @KemensosRI dan Bapak Presiden @jokowi 

Cc @PartaiSocmed @kokokdirgantoro",0
1049,Nana,"Hahaha... 
#NgurusNegaraKokAmatiran

Jokowi Akan Tinjau Ulang Pemberian Remisi untuk Pembunuh Wartawan",0
1050,CNN Indonesia Daily,"Proses produksi sabun pesanan Presiden @jokowi senilai Rp 2 miliar terus berlanjut dengan melibatkan warga sekitar.

#RedaksiSiang
http://cnnindonesia.com/tv ",0
1051,SPARTANS300,"Partai Bulan Bintang resmi menyatakan dukungan pada Jokowi-Maruf, selamat mengikuti jalan yang benar
Tinggalkan saja yang sesat, radikal dan intoleran

https://youtu.be/LOxpqLRPnHc 
#PapuaMemilihPrabowoSandi",2
1052,"Pelan-pelan, Awe!",Dia membantah apa yg tidak dipersoalkan. Mau grasi atau remisi siapa yg peduli? Dia menambahkan dengan suatu kebohongan. Dia menteri hukum dan HAM kita. Tetap mau milih Jokowi?  ,0
1053,Kompas TV Aceh,I added a video to a @YouTube playlist http://youtu.be/wrrR4z1n3hA?a  DEKLARASI FORUM RELAWAN JOKOWI | KOMPAS TV ACEH_27012019,0
1054,Sekretariat Kabinet,"Pada 18 Januari 2019, Presiden @jokowi telah menandatangani Peraturan Presiden Nomor 2 Tahun 2019 tentang Tunjangan Jabatan Fungsional Analis Anggaran Pendapatan dan Belanja Negara. ",0
1055,SPARTANS300,"Simak ya Sahabat Tuips 
Ini bukan ulama oposan
Ini Ulama Sungguhan 
Bahwa tidak benar pilih PDIP Dan Bpk @Jokowi…",0
1056,GOTTEM,Islamists actually like radicals. Just see how the Bali terrorist was supposed to be pardoned by Jokowi,0
1057,aiman,"Well, i'm with U ",0
1058," �
ViralNews.com 
�","Ayo Pak @jokowi 
Tegak Kan Hukum Seadil-adilnya,
Buktikan hal ini, agar tidak menjadi Tuduhan.

Buktikan!
Perintahkan Kapolri untuk selidiki, dan proses hal ini, Terima Laporan BPN jgn ditolak, kalau ditolak berarti takut ketauan

#PapuaMemilihPrabowoSandi",2
1059,Ribet lu!,"Tampilnya para Teknokrat yang berkiprah dalam dunia politik sangatlah dibutuhkan, apalagi saat ini Pemerintahan yang dipimpin oleh Pak @Jokowi terus melakukan pembenahan dan perbaikan dalam membangun Indonesia.

#AirlanggaMenangkanJokowi",1
1060,Arieantho,"#TestimoniCintaJokowi

Instruksi Sang Pemimpin @cakimiNOW ...!…",0
1061,"Milenial Penjaga Jokowi  
��‍♀️
 ��‍♂️","Partai @Golkar5 memiliki kesamaan misi dan visi dengan Pak @Jokowi. Koalisi pintar, selalu mempunyai konsep menarik untuk memajukan bangsa.
#AirlanggaMenangkanJokowi",1
1062,GUN,"Mohon pak @jokowi tinjau ulang tarif tol melalui menteri2 terkait...bukannya tol dibuat supaya lbh cepat dan murah? Mohon dipertimbangkan pak 
 ",0
1063,#GenerasiOptimis,Ini menunjukan Pak Jokowi menjadi titik temu dimana partai bertemu dan perbedaan partai bisa dirayakan secara bersama. ,0
1064,Arsul Sani,"Simak-lah apa yg dikatakan Bang Yusril....

https://www.cnnindonesia.com/nasional/20190128003602-32-364277/yusril-jokowi-maruf-paling-bermanfaat-bagi-umat-islam … @Yusrilihza_Mhd : @jokowi - @KHMarufAmin_ paling bermanfaat bagi umat Islam....

#01IndonesiaMaju #JokowiOrangBaik #jokowi2periode",1
1065,IG: @conversationidn,"Semenjak Jokowi menjabat pada 2014, utang pemerintah pusat naik hampir dua kali lipat. Tapi apakah kita perlu khawatir?",0
1066,#2019PrabowoPresidenRI,"LRT Palembang Yang Diresmikan Jokowi Sekarang Sepi, PT KAI: No Comment https://bit.ly/2UncUZz ",0
1067,Roccuzzo,"Mana nih org sok agamis dan sok suci yang suka koar-koar triak haram pilih PDI Perjuangan haram pilih Jokowi,juga fitnah kafir..
 @Ferdinand_Haean @MbahUyok @budimandjatmiko @MahesaTiwi @Paltiwest @projopusat @kondekturbus_ @MasCEPUK
#safarikebangsaanjatim 
#PrabowoHinaKemenkeu",0
1068,andinni,"Mereka yakin Jokowi - amin bisa membawa bangsa indonesia semakin Maju

#KataMereka #AirlanggaMenangkanJokowi",1
1069,#GenerasiOptimis,"Pak Jokowi menjadi pemersatu kawan kawan partai Islam dan Nasionalis.

Perbedaan pandangan PBB dan @psi_id
dalam menyikapi perda syariah contohnya.",0
1070,_HurryKoЯn,"#KoalisiHoax Iri gak bakal punya cucu dari anaknya yg melambai ? 
#17AprilPilihJokowi",1
1071,detikcom,".@cakimiNOW meminta doa dan berharap supaya partainya mendapat jatah 10 menteri kabinet jika @jokowi menjadi presiden 2019-2024. Ini kata TKN:
#TKN #Jokowi #CakImin",0
1072,Tempo English,Sandiaga Uno Slams Regional Heads Declaring Support for Jokowi http://dlvr.it/Qxcywg ,0
1073,Diana Savitri,"Perpustakaan desa Gerbang imformasi dan meningkatkan minat baca masyarakat desa
@jokowi 
@EkoSandjojo 
@taufikmadjid71 
@anwsanusi 
@fachrilabalado 
@P3MDKalteng 
@P3MDBarsel pic.twitter.com/56F402oymf",0
1074,Rayadi Karsa,Pembangunan gedung posyandu/perpustakaan desa di Desa Handiwung  Kec. Tasik Payawan KATINGAN yang dilaksanakan dengan Dana Desa TA 2018 #PadatKaryaTunai #tppikalteng @jokowi @EkoSandjojo @anwsanusi @taufikmadjid71 @fachrilabalado @P3MDKalteng @pendampingdes_a pic.twitter.com/E5WGLPXtPD,0
1075,Logic Woman,"Aku ga habis fikir dengan ahokers & jokowers yang selalu melekatkan Prabowo Sandi dengan Orba. Padahal, kekuatan Orba itu ada pada Golkar, dan Golkar saat ini mendukung Jokowi. Kalian sehat ??? Aku pake kuning bukan berarti Golkar yahhh..
#AnakMudaPilihPrabowoSandi",2
1076,Pisceslla,"Fix ini selembaran fitnah berarti.. Yg kmrn ngomong Laporkan bila ada bukti kemana?? Sibuk ngasih remisi koruptor? Atau nggak baca detail grasi yg ditanda tangani sendiri?? Kayak gini masih mau minta dipilih.. OGAHHH!

#PapuaMemilihPrabowoSandi 
#PapuaMemilihPrabowoSandi",2
1077,"TANIA-NIA 
✨","Airlangga Hartarto berkata bhw pd Pilpres sdh jelas bahwa Partai Golkar mendukung Jokowi, dan bu Khofifah juga sama
https://www.cnnindonesia.com/nasional/20180712172055-32-313626/khofifah-dan-airlangga-bahas-dukungan-untuk-jokowi-di-jatim …
#AirlanggaMenangkanJokowi",1
1078,M. Tauhid Sahadat,I liked a @YouTube video http://youtu.be/J_YNERiiess?a  ENA ENA - Jokowi Amin x Prabowo Sandi,0
1079,Tasya92,"Islam itu membela rakyat kecil dan membela wong cilik

#JokowiKitaBersama
#jokowidicintairakyat
#kitauntuksatu

@Lagiviral5
@BantenggMuda
@SutanRiska
@Uki23
@Jokowi_inside
@sy_haris
@BiLLRaY_",1
1080,mei Amoy kecil 他很米兰,"Ribuan pedukung Jokowi -Ma'ruf Amin 
ikuti Flashmob di Banteng vastenbreg
#JokowiAmin 
#JokowiHarapanPasti",1
1081,"TANIA-NIA 
✨","Sekarang ini, partai-partai yang telah menyatakan bakal mendukung Jokowi yakni Golkar, PPP, Partai Nasdem, Partai Hanura, dan Partai Demokrasi Indonesia Perjuangan.
https://nasional.tempo.co/read/1101918/airlangga-dan-romahurmuziy-siapkan-konsolidasi-menangkan-jokowi/full&view=ok …
#AirlanggaMenangkanJokowi",1
1082,#01JokowiAmin,"Penghina @KemenkeuRI tak punya prestasi abaikan saja.

Jangan sampai lupa nanti malam jam 19:00 wib acara @Ini_Talkshow spesial keluarga pak Jokowi.
#PrabowoHinaKemenkeu",0
1083,Dion Yuliarto,"Ahh sedapp, Menangkan Pakde @jokowi itu adalah sebuah amanat.
#AirlanggaMenangkanJokowi",1
1084,PDI Perjuangan,"Saksikan Ini Talk Show di Net TV
Senin 28 Januari 2019 Pukul 19:00 WIB

""Special Keluarga Bapak Jokowi""

#PDIPerjuangan
 #JokowiLagi
#01IndonesiaMaju 
#2019JokowiMarufAmin – at DPP PDI Perjuangan",0
1085,Muslim Cyber Army,"Pakar Univ. Murdoch Australia : ''Menggandeng Kyai Ma'ruf Amin, Jokowi telah menjauhkan banyak pendukungnya sendiri (kaum liberal). Disisi lain Jokowi tetap gagal meyakinkan pemilih Islam yang lebih cerdas dari yang dibayangkan para politisi.''",0
1086,Najyila Lusi,"Pendukung 01 tetap semangat dukung Jokowi-Amin

@jokowi @KHMarufAmin_
@RizmaWidiono

#JanganGolput",1
1087,#MulaiDariDesa,"Selamat Pagi Para #PejuangDesa

Kali ini Presiden @jokowi Mensosialisasikan Prioritas Penggunaan Dana Desa 2019 di Garut. Mari kita simak selengkapnya di https://youtu.be/uSwsM898xzA  

@EkoSandjojo 
#MulaiDariDesa #BikinIndonesiaMaju #Kemendes2019",1
1088,Bram Tama,"masih bingung masih banyak kubu sana hina jokowi, plongo , cungkring, dungu, pki, hina fisik dll. kalo objektif sih pasti tau kalo si FERDINAN LEBIH JELEK drpd jokowi, asliii deh. dan jokowi bisa jadi presiden, kalo ferdinan ga bakal bisa sampe matii",1
1089,Jackman.46,"Akhirnya sampai juga di Samarinda,Kalimantan timur via bandara baru Aji Pangeran Tumenggung Pranoto dgn waktu tempuh yg lebih cepat.

Terima kasih Pak dhe Jokowi.

#01JokowiLagi 
#01IndonesiaMaju 
#JokowiMembangunIndonesia",1
1090,Ilir Ilir,Talk less do more,0
1091,nemo,"Call be biased but my heart belongs to Pak Jokowi 

Walau emg ada hal yg bikin kayak 'apaan sih hadeuh'

Im not saying that he's better than the other one but he's better than the other one",1
1092,Nusantara,Knpa Pilih Jokowi..?? Sbb ada *JAN ETHES CUCU JOKOWI* Knpa tdk Pilih prabowo ??.. karena tdk ada cucu nya..!! * masuk akal Juga ya. 01 ,1
1093,CAK KHUM,Kalau tabloid obor kok bisa di proses? Apa tergantung siapa yang jadi korban?,0
1094,Capres Abadi,"Wuiiiih spesial nie, @Ini_Talkshow malam ini jam 7, ada bintang tamu istimewa ""Pak @jokowi dan keluarga"" 

Saksikan y tuips, jgn sampai ketinggalan 

We  Monday  ",0
1095,JOKOWI@FANSCLUB indo,"MasyAlloh...
  Pedukung Jokowi bersama Erick Thohir   Kibarkan 5.000 Bendera Merah Putih . ",0
1096,Callmebaby,"Komuitas becak Banyuwangi mndukung Pak Jokowi KH Maruf
#01JokowiLagi

@RizmaWidiono @Fsilolongan @Nisa_safiyaa @KerjaDuaPeriode @andreOPA @projopusat @JagaJokowi @P3nj3l4j4h @Nanaa_rosaa",1
1097,Harold Hodson,TIM LINDSEY. Ba’asyir’s bizarre on/off release disrupts Jokowi’s campaign. https://www.johnmenadue.com/tim-lindsey-baasyirs-bizarre-on-off-release-disrupts-jokowis-campaign/ … via @EMAILiT,0
1098,"Milenial Penjaga Jokowi  
��‍♀️
 ��‍♂️","Elektabilitas @Jokowi menguning, menjadi titik terang Pilpres 2019. Optimisme Partai @Golkar dalam pemenangan Pilpres 2019 ini menjadi tolak ukur dari setiap kadernya

#AirlanggaMenangkanJokowi",1
1099,Elwani Anwar,@jokowi @ibuMegawatiSP @prabowo @sandiuno @bpkri @KemenkeuRI @BPKPgoid @bank_indonesia Transparency & Accountability MUST be exercised. PLEASE clarify in Honesty & Priority Order SOURCE of Fund & BENEFTS of GOI's & Private Debts? Failure to be accountable,0
1100,Syamsuddin Haris,Manufer narasi ttg siapa yg akan jadi presiden 2024-2034 serta tuntutan dini harus nendapat 10 kursi menteri dalam kabinet 2019-2024 semakin membuat terang-benderang kenyataan bagaimana oligarkhi bagi2 jatah politik di negeri ini.…,0
1101,"Banteng Khetaton #HOKi  
�
 �","#AirlanggaMenangkanJokowi beserta Partai Golkar, Pak @airlangga_hrt bertekad, memenangkan Pak @Jokowi pada kontesasi Pilpres 2019, untuk menjabat kembali sebagai Presiden RI Periode 2019~2024 ",1
1102,Haiva Nurul W,Betul ,0
1103,Joko Widodo,"Ibu Yuni, warga Jakarta dulu berjualan jamu keliling. Berkat bantuan modal Rp3 juta dari PNM Mekaar, ia membuka kios, menjual pempek dan es campur. Etos kerja Ibu Yuni adalah contoh nilai yang ditanamkan pada para nasabah PNM Mekaar. 

Kuncinya, jujur, disiplin, dan kerja keras.",0
1104,Adrian,This is to gain support domestically. Mahathir needs to save face and gain supports from local hardliners. Maybe he learns from jokowi ,0
1105,Nahdlatul Ulama,"Selalu ada canda dan tawa untuk kehidupan yang damai, aman, cerah dan bahagia.

In frame: Kiai Said Aqil (@saidaqil) dan Presiden Joko Widodo (@jokowi) serta Ibu Iriana Joko Widodo di acara Harlah Ke-73 PP. Muslimat NU

Source: http://Detik.com ",0
1106,herbalINDONESIA,"I CAN
I WILL
I MUST
WE LOVE JOKOWI https://www.facebook.com/100004060820395/posts/1668652899946721/ …",1
1107,Ridlwan ꦗꦺꦴꦏꦺꦴꦮꦶ,"kata siapa ekonomi anjlok,tiketnya 5 jutaan loh https://hot.detik.com/celeb/4402720/5-fakta-john-mayer-yang-tiket-konsernya-di-indonesia-langsung-habis?tag_from=wp_beritautama …",0
1108,adinda,Menarik mengamati pergerakan dua Capres. Jokowi hadir di tengah massa Muslimat yang berharlah. Sementara Prabowo hadir di reuni 212. Jokowi membaur bersama kelompok Islam moderat. Sementara Prabowo memili…,0
1109,Republika.co.id,"PBB Dukung Jokowi, Sandiaga: Kader PBB di Madura Dukung Kami ",0
1110,Ⓡⓐⓙⓐⓓⓔⓦⓐ,Hahahhahahaha,0
1111,mei Amoy kecil 他很米兰,"MasyAlloh...
  Pedukung Jokowi bersama Erick Thohir   Kibarkan 5.000 Bendera Merah Putih . ",0
1112,ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ,"Timses Sebut jika Terpilih Jokowi Tak Miliki Beban Politik Tuntaskan Kasus HAM Masa Lalu
https://nasional.kompas.com/read/2019/01/24/20163611/timses-sebut-jika-terpilih-jokowi-tak-miliki-beban-politik-tuntaskan-kasus?utm_campaign=Dlvrit&utm_source=Twitter&utm_medium=Social …

Ini 30 Juni 2014. Ngapain selama ini?

#DiaSudahLelah",0
1113,ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ,"#DiaSudahLelah menanggung beban akibat mulut manisnya dulu.. 

Maaf, Jokowi Tak Ada Urusan Lagi dengan Mobil Esemka ",0
1114,ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ ㅤㅤㅤ,"Rocky Gerung: Kesederhanaan Jokowi Cocok Sebagai Kepala Keluarga, Bukan Kepala Negara

#DiaSudahLelah",0
1115,Sandiwara Hoax,Hahahaha pic.twitter.com/lHMMMJC0ZT,0
1116,Partai Bulan Bintang,"PBB Dukung Jokowi, Yusril: Kita Pilih yang Terbaik Bagi Umat Islam http://m.liputan6.com/pilpres/read/3881207/pbb-dukung-jokowi-yusril-kita-pilih-yang-terbaik-bagi-umat-islam?utm_source=Mobile&utm_medium=whatsapp&utm_campaign=Share_Top …",0
1117,Smart007,"Federer 3 LAST GrandSlams my prayer->stabbed me in the back->my prayer:Nadal #FrenchOpen'18+Djokovic 3 RECENT GrandSlams+world #22 >#1So Kerber++,but GERmany even unthankful sadistic to me,pray Osaka #1https://www.twitter.com/AustralianOpen/status/1089485218942078976 … …",0
1118,Marta Ariestya,"Bravo.! 
Ibu Menteri @susipudjiastuti mnjd slh satu TOP GLOBAL THINKER 2019 (Pemikir Terbaik Dunia) Versi Majalah Foreign Policy dan beliau adlh satu²nya tkoh dr…",0
1119,tirto.id,Jokowi sendiri terakhir kali bicara soal Novel adalah pada 14 Januari lalu. Ketika itu ia mengaku terus mendorong aparat untuk segera menyelesaikan kasus ini.,0
1120,jo harjanto,"Done...ratusan kaos  tersablon dgn sukses. 
Gerakan sablon kaos gratis dari relawan @Jokowi di alun2 kota Purwokerto yg diiniasi oleh lintas relawan. 

colek ke @kangdede78 , @ganjarpranowo , @sang_pembaharu, @hariadhi",0
1121,,"Tabloid Indonesia Barokah Menjadi ‘Final Curtain’ Jokowi
 ��������� ������ 
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI
#2019PrabowoPresidenRI",2
1122,Pribumi Kawe,"ERA @jokowi 

RUMAH MUNGIL BISA DICICIL untuk Nelayan Natuna di Era JOKOWI-JK 

Ds Tanjung Kec Bunguran Timur Laut. Mau punya rumah pasti mahal untuk NELAYAN, pemerintah peduli sampai kesetiap pelosok.

Nyebar Hoax? #MaluItu 

fokus membangun negeri pilih #01JokowiLagi",0
1123,"Shera  
�","PETCHAAH 

Pemarak oleh perayaan hari lahir ke-73 muslimat Nahdlatul Ulama yang langsung dihadiri pak @jokowi
GBK

#01JokowiLagi",1
