,Username,Tweet,Kelas,,
558,vikingcimahipersib,"Okelah ijinkan kami untuk buat polling aja yah...untuk tanggal 02/01/2019, nomor berapakah capres/cawapres pilihan bobotoh
LIKE -> 01. Jokowi/Maruf Amin
RT -> 02. Prabowo/Sandiaga Uno

Polling sampai jam 23.59.59",,,
559,"Teuka 
0️⃣
 2️⃣","BPN: Tukang Becak hingga Ojek Sumbang Dana Kampanye Prabowo-Sandi

BPN Prabowo Subianto-Sandiaga Uno menyerahkan laporan dana kampanye ke KPU dgn total Rp 54 m. Dana tersebut berasal dari sumbangan yang diberikan oleh tukang becak hingga pengemudi ojek.",,,
560,ANTARANEWS.COM,Relawan alumni ITS-Universitas Airlangga ikrar dukung Prabowo Subianto-Sandiaga Uno ,,,
561,PaulusSantoso.com W,"I added a video to a @YouTube playlist http://youtu.be/ZpzJ5w5H2u4?a  Sandiaga Uno, Pita, Andre Taulany - SELEB ENGLISH",,,
562,andi arief,Mudah-mudahan media salah kutip sial dana kampanye. Dalam pertemuan koalisi tidak ada kewajiban Partai pengusung untuk menyumbang dana kampanye. Justru sebaiknya Cawapres Sandiuno yang berjanji membantu dana kampanye. Partai Demokrat tak ambil pusing dengan janji Sandiaga Uno.,,,
563,Insya Allah #2019PrabowoPresidenRI,"ll NGAKAK BANGET LIHAT VIDIO INI GUY'S

 Laskar Aswaja Sampang Penolak Kedatangan Cawapres Sandiaga Uno berakhir Tragis.

 Di Usir Satpol PP karena nggk ada ijin/ Melanggar Aturan

ll Rasain Lu Cebi

#17AprilPrabowoPresiden 
#17AprilPrabowoPresiden",,,
564,DEWO.PB,"Laskar Aswaja Sampang Tolak Kedatangan Cawapres Sandiaga Uno berakhir Tragis..
...
Di Usir Satpol PP Karena Tidak Ada Izin Atau Melanggar Aturan 
...
#2019PrabowoSandi",,,
565,nakuLa,"Capres nya PENIPU
Cawapres nya PENIPU

Urusan beginian aja menipu,
Apalagi urusan duit,,-

GOBLOK saja yang mau pilih prabowo dan Sandiaga Uno,,-

#KoalisiHoax
#KoalisiPraBohong 
#CapresTakutAlQuran",,,
566,Avink,"Nigibul lagi elo San..
Sindikasi 22 bank dg pinjaman 8.8 T, elo pikir bukan pinjaman? Uang mbah elo apa?
Napsu amat elo sampe hrus boong melulu...
https://finance.detik.com/read/2019/01/01/195211/4367278/4/sandi-saya-bangun-cikopo-palimanan-116-km-tanpa-utang …

Sandiaga Uno menegaskan jika terpilih nanti tak akan bergantung pada utang.",,,
567,#PRABOWORI1,"Susilo Bambang Yudhoyono (SBY), mulai merasakan aura kemenangan paslon Prabowo Subianto dan Sandiaga Uno pada Pilpres 2019. Keyakinan itu tumbuh usai mantan presiden Indonesia dua periode itu terjun langsung untuk mendengar aspirasi masyarakat.
 https://www.portal-rakyat.com/2019/01/ini-alasan-yang-membuat-sby-yakin.html?m=1# …",,,
568,The_Maverick #Generasi Revolusi Indonesia 5.0,"See Interest over time on Google Trends for Ridwan Kamil, Sandiaga Uno - Indonesia, Past 12 months - ",,,
569,#2019PrabowoPresiden,"PRESIDEN INDONESIA 2019 PILIHAN ANDA

- PRABOWO SUBIYANTO - SANDIAGA UNO 85.2%
- JOKO WIDODO - MA' RUF AMIN 14.8%

Total suara: 4713

Berikan suara anda, klik link
https://pollingkita.com/9282?ref=tw 

Tolong forward ke group dan teman-temanmu ya. Terima kasih https://pollingkita.com/9282?ref=tw ",,,
570,"17 April 02 Yee  
�
 ��
 ❤
 ��","Alhamdulillah,, Setelah Prabowo Siap Dites Baca Al Qur'an Standar Tajwid, Giliran Sandiaga Uno nyatakan Siap http://liputan-ummat.blogspot.com/2018/12/alhamdulillah-setelah-prabowo-siap.html …",,,
571,CAK KHUM,"Cawapres Sandiaga Uno Berkunjung ke Desa Kelahiran Presiden JKW

Prabowo-Sandi ingin Boyolali jadi sentra susu ASEAN.
#2019GantiPresiden #2019PrabowoSandi",,,
572,mei Amoy kecil 他很米兰,"Sandiaga Uno habis makan poteng Bantaeng tidak bayar tempatnya pun dibawah kelaparan  
Penjual Poteng Bantaeng mengaku dagangnya tidak di bayar dari Sandiaga Uno  .kelaparan tmpat pun dimakan   ",,,
573,"DR Kasan Mulyono, MM","Sandiaga Uno Awali Tahun 2019 dengan Blusukan di Jawa Timur, Mulai Surabaya hingga Madura - Tribun Jatim

#TahunBaruPresidenBaru 
#TahunBaruPresidenBaru",,,
574,PASreddy,Sandiaga Uno: Its Time for Economic Policy Referendum ,,,
575,kiv z#FNI,"Mahfud MD Komentari Video Wudhu Sandiaga Uno, Sebut Air dalam Gayung Suci Tapi Tak Bisa Mensucikan ",,,
576,negeri_boneka,"Next president

#2019gantipresiden 
#gantipresiden2019 
#asalbukanjokowi2019
#jaenudinnaciro 
#prabowo 
#sandiaga uno
#jokowiend2019",,,
577,BigoLiveNews,I added a video to a @YouTube playlist http://youtu.be/7Hsumia42lA?a  VIRAL...! Tatacara Sandiaga Uno Berwudhu,,,
578,#PRABOWORI1,"Beuhh...ini laki2, gentleman tulen. Petarung Sejati.

Sandiaga Uno Resmikan Posko Seknas di Dekat Rumah Jokowi",,,
579,"OPOSISI NEWS  
�️
 2️⃣","https://news.okezone.com/read/2017/04/10/338/1663670/wuih-raih-ipk-4-sandiaga-pernah-jadi-direktur-termuda-perusahaan-kanada …

Wuih raih IPK 4 #SandiagaUno pernah jadi direktur termuda perusahaan Kanada 

#TahunBaruPresidenBaru 
#PrabowoSandi 
#AdilMakmur 
#2019PrabowoPresiden 
#2019PrabowoSandiMenang",,,
580,The_Maverick #Generasi Revolusi Indonesia 5.0,"See Interest over time on Google Trends for Sandiaga Uno, Ma'ruf Amin - Indonesia, Past 30 days - ",,,
581,GELORA NEWS,"Jokowi Banggakan Tol Trans Jawa, Sebagian Jalan Justru Dibangun Sandiaga Uno, Ini Faktanya",,,
582,farika lawendatu,So... This Hengky Kurniawan guy. What’s his story? Another version of Sandiaga Uno?,,,
583,CAK KHUM,"Haul Akbar Habib Ali Dihadiri Bang Sandiaga Uno Dan Keluarga di Masjid Riyadh, Pasar Kliwon, Solo

Ini kadang Pak Joko Solo lho.

#2019GantiPresiden #2019PrabowoSandi",,,
584,nakuLa,"Waduch 
Pasangan JOKOWI-KMA pasti kalah,,-

Bagaimana gak kalah coba,,
Prabowo dan Sandiaga Uno itu pilihan Ulama' bro,,-
Mereka berdua juga di dukung koalisi partai Allah,,-

Saya dukung test baca AlQur'an,
Saya dukung Prabowo-Sandiaga sebagai pemenang,,-

#TestNgajiCapres",,,
585,ferdi,"@jokowi namibia.angelinajolie.deforestation.why not maiaestianti&irwan moorsy
follow pilotsproject in indonesia.
erickthohir.sandiagauno.puan megawati.anthonysalim.AHY.
koppasus.ridwankamil and all governors.jarum trembesimore.more.more save our planet",,,
586,Tempo English,Sandiaga Uno responds to questions of his and Prabowo Subianto's preparation in facing the first presidential debate on human rights issues. ,,,
587,Hoax Membangun,I've just posted a new blog: Sandiaga Uno: Prioritaskan Pengusaha Pribumi ,,,
588,syahril,"Prabowo Sandiaga Uno itu belum tau tentang larangan mengucapkan selamat hari Natal,lah @sandiuno kan kemarin waktu resmi jadi cawapres di angkat sebagai ulama,masa ulama kaga tau, makanya woooy jangan pada jualan agama dalam berpolitik dasar pendukung Prabowo pd bisanya hoax",,,
589,amariria69,"The banner included a picture of Prabowo Subianto - Sandiaga Uno pair and logos of their supporting political parties. On the right side of the banner some hashtags were seen, one of those is 'Jokowi with PKI'.

#01JokowiPresiden #01JokowiMenang #01IndonesiaMajuTerus",,,
590,purwacaraka522,"Earlier, there were banners found in Tanah Abang, Central Jakarta that included a picture of Prabowo Subianto - Sandiaga Uno pair and logos of their supporting political parties
#01JokowiPresiden #01JokowiMenang #01IndonesiaMajuTerus",,,
591,makLambeTurah#AsalBukanPrabowo,"3. Dan untuk pak Sandiaga Uno yang terhormat, ketahuilah Dana Desa sudah diturunkan. Untuk Kabupaten Wajo pada tahun 2017 menerima 111 Miliar dan tahun 2018 ini menerima 104 miliar.

Link: artikel daerah Desember 2017",,,
592,Let's be Muslim,"Pasangan Prabowo Subianto-Sandiaga Uno memastikan akan berpihak kepada para pelaku UMKM, petani, nelayan dan masyarakat yang selama ini belum merasakan dampak dari pembangunan.
https://politik.rmol.co/read/2018/12/26/372349/Sandi-Akan-Sulap-Jeneponto-Jadi-Penyuplai-Garam-Nasional-?fbclid=IwAR0JxhCeQSpDlX_mn51KBUGLYTJb1TwJOZZSJtAiqSi81G6SmR1m9BEomNg …",,,
593,myTRANS.detik.com,I added a video to a @YouTube playlist http://youtu.be/UEUg9Qb0WSE?a  Salam Damai Natal Dari Cawapres Sandiaga Uno,,,
594,"Teuka 
0️⃣
 2️⃣","Di Tosora, Wajo Jadi Ziarah yang Paling Berkesan Bagi Sandiaga Uno

Sandiaga merupakan keturunan ke 20 dari Assyeikh Al Habib Jamaluddin Al Akbar Al Husaini atau yang lebih dikenal Muhammad Jamaluddin Akbar yang dimakamkan di Tosora.

#2019GantiPresiden",,,
595,MSA,"Lautan Manusia penuh sesak, ingin jumpa si tamvan Cawapres 02 Sandiaga Uno, di Bulukumba Sulawesi Selatan.

#2019GantiPresiden 
#2019PrabowoSandi",,,
596,Kuray,"Sandiaga Uno diberi Sumbangan dana kampanye RP 8jt olh Seorang Caleg di kab Sinjai Sulsel yang merasa Prihatin atas Kondisi Bangsa saat ini, dia yakin Prabowo - Sandi mampu membawa Perubahan untuk Bangsa Kedepan. ",,,
597,Riva Fiando Loebis #PAS,"Gaya Kampanye Sandiaga Uno di Sinjai, Ajak Ribuan Orang Lari Pagi http://dlvr.it/QvMRzW  #Pemilu2019",,,
598,Pemuda Idaman,Hari ini saya akan banyak meretwit berita kegiatan Sandiaga Uno di beberapa kota yang menurut saya cukup fenomenal. Energinya besar dan mampu menggerakkan dukungan di daerah yang dia kunjungi.,,,
599,Philip Jacobson,"Prabowo talks about putting control of natural resources in the hands of the people, but this blogger doesn't believe him. To explain why, he points to Jakarta's privatized piped water system—long controlled by Prabowo's running mate, Sandiaga Uno. ",,,
600,nbcfmbantaeng,"I added a video to a @YouTube playlist http://youtu.be/1Og8d31Ex8c?a  SANDIAGA UNO DI BANTAENG, SULAWESI SELATAN",,,
601,CAK KHUM,"Tiba di Jeneponto Sulawesi Selatan, Bang Sandiaga Uno Disambut Adat Angngaru

Ribuan simpatisan sudah menunggu dari pagi, ketika datang di sambut dengan teriakan duaa...duuaaa... duaa... 

Kolam makin bergolak dan makin panik.
#2019GantiPresiden #2019PrabowoSandi",,,
602,Liputan6.com,"Sandiaga Uno: Tahun 2019, Kita Cicil Utang Indonesia https://www.liputan6.com/pilpres/read/3856523/sandiaga-uno-tahun-2019-kita-cicil-utang-indonesia?utm_campaign=Echobox&Echobox=1545745030#utm_term=Autofeed&utm_medium=Social&utm_source=Twitter …",,,
603,Nabilla,"Ini pesan terakhir Dylan Sahara saat mendampingi Cawapres @sandiuno : Dengan terpilihnya Prabowo Subianto dan Sandiaga Uno, maka akan semakin memudahkan generasi milenial menciptakan lapangan kerja
#2019PrabowoSandi",,,
604,Partai Gerindra,"Viral! Siswa SMA Sumbangkan Tabungan ke Prabowo Subianto - Sandiaga Uno http://makassar.tribunnews.com/2018/12/24/viral-siswa-sma-sumbangkan-tabungan-ke-prabowo-subianto-sandiaga-uno-ini-pertanda-apa?page=2 …

Cc: @adilmakmur02",,,
605,Detak.com,Kader Golkar Makassar Sambut Kedatangan Sandiaga Uno - ,,,
606,ERWIN TAMBURAKA,"Lantaran ekonomi susah Dan carut marut
Pedagang beras d kendari Sultra  menyerahkan semua isi dompetnya ke pak sandiaga Uno..
Dgn maksud jika PRABOWO-SANDI terpilih nanti agar nasib para pedagang beras d perhatikan..
Impor beras d hentikan",,,
607,[ кяαs ],No political intention behind this photo. #SandiagaUno ,,,
608,ERWIN TAMBURAKA,"SANDIAGA UNO mengunjungi Bumi ANOA Kendari SULAWESI TENGGARA ( SULTRA )
Insya Allah komitmen jika PRABOWO-SANDI terpilih menjadi RI 1dan RI 2
TKA asal China yg nonskill d MOROSI  yg mengambil lapangan kerja para masyarakat d SULTRA akan d pulangkan ke negaranya yaitu CHINA pic.twitter.com/Ygo3vZ5W7s",,,
609,Leader PayTren Pro,I liked a @YouTube video http://youtu.be/p_bl2YjGaAA?a  Promosi PayTren ala Sandiaga Uno,,,
610,"Teuka 
0️⃣
 2️⃣","Sandiaga Uno: Perut Rakyat Nomor Satu, Presiden Nomor Dua

Perut rakyat nomor satu, kalau presiden nomor dua. Infrastruktur juga penting. Buat apa membangun infrastruktur namun utang terus menumpuk? 

#2019PrabowoSandi 
#2019PrabowoPresiden 
#AdilMakmur",,,
611,Arizal Akbar Zikri,"I added a video to a @YouTube playlist http://youtu.be/ZpzJ5w5H2u4?a  Sandiaga Uno, Pita, Andre Taulany - SELEB ENGLISH",,,
612,ᕱՈ☻Ոլ☻Кᕱլ,"Bruakakakakakakakak
Ada Yang Panik, Kejang Bin Kelojotan
Kandangnya ""Diobrak-Abrik"" Cawapres Sandiaga Uno!!!

Struk Loe BNG
#2019GantiPresiden 
#2019PrabowoSandi",,,
613,MS Kaban,hari ini di Medan bertemu caleg Partai Bulan Bintang dan luncurkan mobil promosi  PrabowoPresiden dan Sandiagauno wakil Presiden. ,,,
614,Fadli Zon,"Mengunjungi Ibu Habibah di Semarang. Sempat viral, Ibu Habibah (76 tahun), emak-emak yg beraksi salam dua jari usai memasang dua spanduk raksasa bergambar Prabowo Subianto-Sandiaga Uno dan Habib Rizieq Shihab di depan rumahnya. ",,,
615,nakuLa,"Ada Jokowi disambut dengan sholawat,Laskar Golputers/nemo sebut JKW-KMA menggunakan politik identitas,,-

Giliran prabowo-sandiaga uno  disambut menggunakan lagu umat Kristen,Laskar Golputers/nemo Membisu,,-

Kan BANGKE!! pic.twitter.com/tYc9hsnZ4a",,,
616,DEWO.PB,"Sandiaga Uno Buat Kontrak Politik Dengan Petani Tebu Kediri, Jawa Timur.

Ini Baru Pemimpin Siap Bertanggung Jawab Dengan Janji-Janjinya Baik Secara Lisan Atau Tulisan. Jangan Kaya #Soang  Suaranya Doang Yang Nyaring...

#2019PrabowoSandi",,,
617,dr. Andi Khomeini Takdir,"Kayaknya dendam kesumat kelompok pro-penista agama ke pak Anies Baswedan, pak Prabowo Subianto, bang Sandiaga Uno, dan ustad2 yang menyuarakan kebenaran surah Al-Maidah ayat 51 belum juga berkesudahan sampai sekarang ini ya ",,,
618,ruangsandi,"Sobat ruangsandi,
Ini harapan kami ditahun 2019. Bagaimana dengan kalian ?

#ruangsandi
#ruangsandihope
#2019SaatnyaPemimpinMuda
#SandiagaUno
#PrabowoSandi
#AdikMakmur
#Indonesia",,,
619,Nana,"Drama kasus Kades Suhartono, akhirnya berakhir. Kades Sampangagung, Kecamatan Kutorejo, Mojokerto itu akhirnya dijebloskan ke Lapas Klas IIB Mojokerto. https://news.detik.com/jawatimur/4351614/akhir-drama-kades-pendukung-sandiaga?utm_term=echobox&utm_campaign=detikcomsocmed&utm_medium=oa&utm_content=detikcom&utm_source=Twitter#Echobox=1545268704 …",,,
620,Tempo English,Vice presidential hopeful Sandiaga Uno pledged before farmers in Indramayu to induce self-sufficiency if he elected in the presidential election ,,,
621,myTRANS.detik.com,"I added a video to a @YouTube playlist http://youtu.be/R7Y0FhSO-r8?a  Kegiatan Kontestan Pilpres 2019, Jokowi & Sandiaga Uno",,,
622,Agus Susanto II,"Let's Bring The Change !
Untuk Bertemu Warga Purwokerto,
Calon Wakil Presiden Sandiaga Uno
Memilih Berlari Sejauh Dua Kilometer
Dari Hotel Menuju Lokasi Senam
Di Halaman GOR Satria,
Sabtu (15/12/2018). ",,,
623,VIVAcoid,Jual Sahamnya di Saratoga: Sandiaga Uno: Itu Milik Allah http://dlvr.it/Qtt0hq  #Pemilu2019,,,
624,Young Lawyer,"- Perangkat Kelurahan dihimbau dgn surat untuk hadir di acara Jokowi = Aman

- Kades sekedar menyambut tamu (Sandiaga Uno), lalu cabut = Kena masalah hukum

Rezim ini sedang menggali kuburnya sendiri dengan kemuakan rakyat",,,
625,Tempo English,The vice-presidential candidate Ma`ruf Amin responded to the statement of the presidential candidate Prabowo Subianto who said Indonesia could become extinct if he and Sandiaga Uno lost in the 2019 presidential election. ,,,
626,Tempo English,Vice president hopeful Sandiaga Uno announced his resignation as Chairman of the Indonesian Market Traders Association (APPSI) to focus on his efforts for the 2019 presidential election. ,,,
627,mz wiznu,Tax isn't theft if you're poor. The gov charge taxes in percentage not in real amount. Sandiaga Uno's 20% taxes can't be compared with poor libertarian 20%. Libertarians are either filthy rich or someone who think they are rich.,,,
628,Poppy Chantique,I liked a @YouTube video http://youtu.be/WWK5Q7xNEXg?a  Klip The power of emak emak : Gandong Prabowo Sandiaga Uno,,,
629,Laila,"For 2019, I hope Prabowo and Sandiaga Uno win the presidential election. And make Indonesia great again. #2019GantiPresiden #2019PrabowoSandi #2019PrabowoPresiden #TolakKotakKardusKPU #HappyNewYear #2019Hopes",,,
630," ⏩
Presiden Prabowo | IndonesiaMenang",We always support you my brother. Perhaps next year we will have new president and our new gov take action to support uyghur better. Please tell all uyghurs to make du'a for Mr. Prabowo Subianto @prabowo & Mr. Sandiaga Uno @sandiuno  to be win the election on 17 apr 2019. ,,,
631,Ainur Rohmah,"Vice pres. candidate Sandiaga Uno has sold shares in his company valued at more than half a trillion rupiahs to finance his campaign. In the meantime, Jokowi, as the president is known, is playing a populist card by directing more funds to the poor.
 ",,,
632,JATAM,"""Elit politik lokal-nasional; Luhut Pandjaitan, Prabowo Subianto, Sandiaga Uno, Aburizal Bakrie, Isran Noor, dan deretan nama lainnya punya kepentingan besar dlm Pemilu 2019"". 

Laporan lengkapnya: Coalruption: Elit Politik dalam Pusaran Bisnis Batu Bara http://www.jatam.org/2018/12/17/coalruption-elit-politik-dalam-pusaran-bisnis-batu-bara/ …",,,
633,Nabilla,"Simak videonya, perhatikan gaya bicara antara pak JKW dan pak Sandiaga Uno.
Menurut warganet siapa yang lebih berbobot 
#KamiBersamaSBY
#2019TetapJokowi    like
#2019PrabowoSandi Retweet",,,
634,JATAM,"Dalam laporan #Coalruption ini, kami membongkar relasi bisnis batubara dan elit politik nasional, mulai dr Luhut Binsar Panjaitan, Prabowo Subianto, Sandiaga Uno, Aburizal Bakrie, dan deretan nama-nama penting lainnya.

#BersihkanIndonesia",,,
635,Hoax Membangun,"I've just posted a new blog: Sandiaga Uno, Sang Predator ",,,
636,Berita Islam 24H,"Sandiaga Uno, Sang Predator
https://www.portal-rakyat.com/2018/12/sandiaga-uno-sang-predator.html …",,,
637,Bitcoiners,"I liked a @YouTube video http://youtu.be/ZpzJ5w5H2u4?a  Sandiaga Uno, Pita, Andre Taulany - SELEB ENGLISH",,,
638,ﺃَﻳُّـــﻮْب 212#,"Jokowi-Ma'ruf ngos-ngosan mau nyaingin Sandi 
TKN mulai Erick, Opung ampe Irma Chaniago blingsatan di buat Sandi  

Sandiaga Uno, Sang Predator
https://www.nusanews.id/2018/12/sandiaga-uno-sang-predator.html?m=1 …",,,
639,The_Maverick #Generasi Revolusi Indonesia 5.0,"Maruf Amin vs Sandiaga Uno, Head to Head by Google Trend ",,,
640,ferizandra,"Quote : Badan Pemenangan Nasional pasangan calon presiden dan wakil presiden Prabowo Subianto-Sandiaga Uno berencana mengundang lembaga pemantau internasional untuk mengawasi jalannya Pemilu 2019.

CC @ZAEffendy @dimasakbarz
@cubby_ghum @ndyArthrunZarra",,,
641,#RanupsPrabowoSandi Akun Official,"#DirjonEffect Berinisitif sendiri utk dukung Petahana 

Eh# 
Malah dibully relawan petahana hingga TKN  JOKMA 
Nasib!!

#2019GantiPresiden #PrabowoSandi 

Dituduh Sandiwara oleh TKN Jokma, Ini Kata Pedagang Pemasang Poster Tolak Sandiaga Uno",,,
642,#2019PrabowoPresidenRI,"Tokoh Ulama Banyumas Gus Anam Doakan Sandiaga Uno Jadi Wakil Imam Indonesia, Negeri Muslim Terbesar di Dunia https://bit.ly/2BiSGrY  #2019PrabowoSandi #2019GantiPresiden",,,
643,Cipta Panca Laksana,"http://news.detik.com/read/2018/12/15/222031/4345405/1536/kecam-perusakan-baliho-demokrat-sandiaga-mencederai-demokrasi …

""Ini mencederai proses demokrasi. Mestinya proses demokrasi disambut dengan kegembiraan dan dilakukan secara santun, bukan seperti ini,"" ujar Sandiaga Uno.",,,
644,nakuLa,"Pengeroyokan Ratna Sarumpaet,
Pengusiran Sandiaga Uno oleh pedagang pasar,
Pengerusakan atribut Demokrat, Semua adalah Konspirasi untuk menyudutkan Jokowi,,~

Cara berpolitik kalian emang BANGSAT!!

#01JokowiLagi 
#01IndonesiaMaju
#01SalamSatuJempol",,,
645,Bagas,Sandiaga Uno Does the Fornite Dance https://youtu.be/bNjcOux3E_s  via @YouTube,,,
646,#01JokowiAmin,"Lanjut polling lagi:

Siapa menurut Anda yang lebih paham tentang Islam, Sandiaga Uno atau KH. Ma'ruf Amin?

1. Sandiaga Uno: RT
2. http://KH.Ma 'ruf Amin: Like",,,
647,Brigade PADI,You're Invited #BrigadePADI #BrigadePrabowoSandiaga #PrabowoSandiaga #PrabowoSandi #prabowo #sandi #sandiagauno #prabowosandiagauno #2019PrabowoSandi #2019GantiPresiden #2019PrabowoPresiden #2019sandiwakilpresiden,,,
648,mei Amoy kecil 他很米兰,"Erick Thohir :Pemilu bukan Sinetron 
pemilu tak sama dgan Sinetron. 
pemimpin yg dipilih harus betul""bisa memajukan Indonesia, bersih dari krupsi, mensejtrahkan Rakyat dan memberikan keadilan bukan bersandiwara seperti Sinetron. 
 Sandiaga Uno  bikin Sinetron
ditolak pedagang  ",,,
649,Amin Rois,"Sandiaga Uno Dituding Melakukan Sandiwara Pencitraan Saat Terjadi Penolakan Seorang Warga Dipasar.

Makin Disudutkan Lawan, Alhamdulillah Bang …",,,
650,Bari Arijono,"The people you surround yourself with can change everything, optimistic for the future, great entrepreneur. Those people who believe the same Vision

#sandiagauno #sandiuno #prabowosandi… https://www.instagram.com/p/BrVOwMrhtvE/?utm_source=ig_twitter_share&igshid=hf9wd0vi0eaf …",,,
